komentar,label
dok tolong riview glowglowing dong,Positif
"dok tolong review nezma dong dok, soalnya di daerah sampang banyak yang make itu, tapi pas saya cium baunya agak aneh",Positif
memang kaya gitu orang orang jaman sekarang dok.. gak suka nama ya kebenaran atau kejujuran... orang ni semua suka ya di tipu-tipu sama janji manis,Positif
"dok review ski* nic* dok, harganya murah banget bahkan lebih murah dari hana*ui, udah mulai banyak yang pake juga dok",Positif
doktiiifff cobaa yg cream dokter itu masih banyak yg jual di live tiktok dong ...,Positif
"nah gni aj dok,g usah singgung2 konten kreator lain kesanx dokter kek menggiring opini gtu pudahl setiap org bebas mau berpihak kesiapa sj, sy sk koaku konten2 dokter yg review2 tanpa menyinggung yg lain.tetap semangat ya dok,ciayo",Positif
dok riview skincare k-joel dong,Positif
semoga dalam perlindungan allah ya dok.. dan semoga buzzer sadar buat berhenti jadi buzzer atau terima azab dunia akhirat .. aamiin,Positif
ngapain pake masker mukanya yg aslinya udah keliatan,Negatif
saface glow dong dok,Positif
goree dok tolong di uproud,Positif
dok cek yp beuty dong dok,Positif
prodak nrl masih ttapi menjual padahal udah masuk melagar badan pom,Netral
"nooh yg msh bilang cream tarim aman, meleeek yaa meleekkkk",Netral
review skincare nyoman,Positif
dok review amr glow dong dok soalnya baunya agak pahit,Positif
izin spill dokter glamazing moisturizer,Positif
glamazing emang best banget,Positif
aku make serum hanasui dan hasilnya segong itu ternyata makasii doktif udah ngasih tau,Positif
gue pake facial wash glamazing warna ijo langsung jewatan parah. ga lagi deh gw pake produk ini,Positif
"alhamdulillah, soalnya udah kecintaan banget sama glamazing yg ini",Positif
"dok aku udah lama banget pake glamazing itu beneran bagus banget biasa ku beli 60 rb an,apalagi yg cicaphantenol dok buat jerawatku kering",Positif
secandu itu emng sama glamazing dok,Positif
"honest review dari ak pake mouist glamazing bagus & gong banget jir, ak sudah abis 3 botol",Positif
"muka w cerah grgr make glamazing yg tadinya kusam jdi cerah, honest review dari w yyyy no buzzer",Positif
"wahahaha aku pake glamazing ga abis² cuy, segentong&murah",Positif
dok tolong review produk skin nice vit c mengandung 10% dan niacinamide 10 % karena murah banget,Positif
"udah lama pindah dari scora ke glamazing , ramah di dompet awet berbulan"" gentong murah",Positif
"terimakasih doktif.. berkat doktif muka aku gak jerawatan lagi smenjak pake hanasui., tdinya aaku korban skincare overclaim..",Positif
aku pemakai glamazing semua produk nya sampai retinol jg mantul bener,Positif
dok review skincare yg harga nya murah banget itu dok produk skin nice harga nya cocok buat kaum low bajet kaya saya ini,Positif
udah mulai sepi ya wkwkwkwk,Negatif
serius nanya itu produk nya buat apa dok. hb kah atau moisturizer?,Positif
jadi ga yakin,Negatif
sunscreennya glamazing jga sebagus itu woy,Positif
aku jg pake glamazing loh emang bagus banget,Positif
glamazing,Netral
endorss terus peng?,Negatif
sepi ya sekarang,Negatif
"memang best banget sih glamazing, udah gentong murah jadi hemat + produk lokal",Positif
kenapa doktif kayak makin cantik ya,Positif
brand nya udah d sensor ya skrng?,Netral
"glamazing kpn ganti packaging
 ini bgs tapi kemasannya bleberan",Netral
"pake ini setelah peeling boleh kah dok
 ?",Positif
aku belum habis 1 tub aja udah cerahan banget,Positif
please merk apa ini aku mau beli jawab ges makasih yang mau jawab,Positif
approved doktif,Positif
sehat selalu doktif,Positif
yeyy aku bro co,Positif
aku pake .. asli loh bangun tidur muka cerahan .. soalnya aku pake moisturizer malam aja .. ini dipake ke tangan juga enak gak berasa lengaket2 cepet nyerap di kulit. mana murah,Positif
aku makek produk ini,Netral
bestt bngt produknya,Positif
"pantesan bisa ngilangin bekas luka di tangan jadi pudar, ga kaleng2 ternyata bagus",Positif
sbnrnya hrga bahan skincare tuh mahal2 ga si?,Netral
semoga allah menjaga orang yang berniat baik apalgi bermanfaat buat banyak orang,Positif
semangat terus dok,Positif
"pernah dapet 44k 2pcs pas lagi ambyar""nyaa",Netral
"dok, nuhun utk review2 produknya .. skrg gak bingung lg milih skincare..",Positif
"aku pake fw mineral botanica yang pink terus pake moist glamazing ini boom gilaa kulit aku langsung enakan bangett, yang sebelumnya suka bruntusan mintakan pake ini bener² mantul bangett",Positif
"naaaah ini, beneran senyaman ituuuumana awet banget karna isi buanyaaaaaak",Positif
dok riview moist pipiakuiu 10%niacinemad,Positif
nah gini aja dok fokos edokasi...,Positif
aku juga pakai itu,Netral
"bantu jawab.
 aku type muka kering , bintik hitam ,susah putih .skrang pake facial wash botanica trus pake moisturizer mukka itu udah lumayan ada hasil dari kusam jadi lembab tapi ttep ada minusnya ...",Netral
glamazing gak usah diraguin sihhhh,Positif
"saya udah lama pke glamazing dan cocok di saya, mantulity",Positif
glamazing lagi yg di review,Positif
"beneran bagus bjir, muka gua berminyak parah. pas pake ini better.",Positif
alhamdulillah ak dah lama pake ini thx dok aku dah cocok.. murcee gedeeee pulaaa,Positif
aku make itu dok,Netral
emang se bagud ituu,Positif
baru mau minta review glamazing,Positif
habis pake serum aboveboard pake ini boleh ga ya?,Positif
"udah habis 3 tube dari tahun lalu pakenya. sukaa, lembabb diwajahku yg normal to dry.",Positif
glamazing ya dok?,Positif
wah makasih dok,Positif
gak nyesel beli produk nya glamazing,Positif
dok coba yg moisturizer pipiakuiu 10%niacinamide,Positif
"aku cocok pake glamazing, udah habis 2 tube",Positif
aku bruntusn gatel,Netral
"alhamdulillah akhirnya di review juga, ga overclaim. aku udah pake ini 5 bulan masih belum abis. honest review sangat melembabkan cocok buat kulit kering. kalo buat mencerahkan aku ga begitu ngeh sih.",Positif
the face temulawak dok,Positif
retinolnya b erl doktif di review donk,Positif
bangga banget pakek glamazing,Positif
"aaku beli glamazing ini atas recommend dr.swanpedia, gak nyesel bisa buat badan, wajah rambut, bestt galamazing",Positif
malah kayak endorse,Positif
disponsori wkwkkw,Negatif
susah banget cocok sama moiz yg gel gini selalu bikin bruntusan,Positif
"`:wahahaha aku pake glamazing ga abis² cuy, segentong&murah",Positif
udah hampir setahun lebih pake glamazing ga abis2 padahal dah sampe kubagi2in tuh mois biarcepet beli lagi,Positif
"buk dokter kalau kita pakai vesalin face cream, vesalin lip blam, vesalin body lation bagus ngak",Positif
kalo klaimnya sesuai kenapa nama brand mesti diblur yaa,Positif
ini kan udah pernah diriview sma dokter swanpedia,Netral
white story dok,Positif
"aku juga pakai glamazing, bagus banget",Positif
"doktif adalah dokter ahli formulasi skincare, wajar kalo ilmu nya lebih... trimakasih berkat doktif kita jadi pinter pilih skincare, bagus dan murah,",Positif
rivew skincare kjoel dok,Positif
"alhamdulillah.... makasih dokk aku pdahal baruuu aja co mois glamazing ini, jdi senenggak nyesel beli",Positif
"donk aku korban skincare mercuri dok plis jerawat aku gak ilng"" mlh tumbuh bnyk dok gimna caranya kmbli ma wajah aku yg dlu mulus lgi plis dok solusinya",Positif
glamazing emng bagus,Positif
dok review alzena dokkk,Positif
dokter review emina dongg,Positif
"wajahku berminyak n jerawat.aku pakai glamazing buat mois sehari2 n wajahku jdi cerah juga.mlam pkai dorskin ijo,ss amaterasun,fw mineral botanica pink,eksfo autumn glycolic.n wjahku uda gak jerawatn lgi",Positif
"awett,, murceuu, segentongg pulaa",Positif
coba kedas beauty,Positif
"glamazing emg sebagus ituuu, jerawat aku berkurang bangettttttt",Positif
"ak jg pake glamazing, buat muka sm tangan jg. enak banget bikin cerah wlwpun perlahan prosesny",Positif
whitestory doook,Positif
dok coba riview harlette,Positif
glamazing aku pake skincare basic yang acne dan cocok,Positif
kalo buat mencerahkan mending glamazing atau glowshopy?,Netral
tapi saya ga cocok malah beruntusan banget,Netral
ss & mois glamazing bisa co disini (dijamin ori),Netral
hemat belanja sejak ada glamazing pada ngerasa ga sih,Positif
dok bisa spill hb booster beauty g soal nya disini bnyak yang pake trus bnyak yang kulit nya putih,Positif
"aku pemakai glamazing, emng bener² ngaruh bngt dimuka bikin cerah lembab, wajib beli moisturizer segede gaban ini, harga ramah dikantong ditambah isi banyak tahan berbulan bulan",Positif
"aku pake ini cocok, tipkul kombinasi, yang awalnya kusam jadi cerah, aku juga pake ini buat moisturizer after exfo",Positif
"degdegan karna pake glamazing yang itu ternyata sesuai sama klaim nya, seneng banget",Positif
"bikin cerah woii, padahal sebelumnya aku pakai vit c/ niacin gak secerah pas pake glamazing ini",Positif
bagus buat kulit berjerawat gak kok,Netral
tapi beneran dia bagusssssss murah bagus,Positif
akhirnya yg murah meriah amanaaah,Positif
dr inconigto memposting ulang berarti realll,Positif
otw beli ahh... trimakasih doktif,Positif
aku pakek ini dari dlu sampe sekarang awet banget 7 bulan baru abis 1,Positif
riview glowsicha dokkk,Positif
makin yakin sama glamazing,Positif
gua pke itu dari puasa thn kmrn blm habis jir,Positif
gilak pantes pindah dari scora langsung tambah cerahan mayan si apalagi beli bundling yang ama panthenol moist nya beh,Positif
moist gentongakuuu,Positif
dok coba review moisturizer nya madam gie dongg,Positif
udah lah murah isinya segentong gak overclaim brand lokal lagi best lah glamazing ni,Positif
review moisturizer feali donk dokter...,Positif
"yeeeeyyyy, senang banget dok dah kecintaan banget soalnya",Positif
dok plss hyalupure,Positif
dok cek glow glowing,Positif
adleeva dok,Positif
"alhandulillah..aku juga baru pake ini, wajahku berminyak cenderung sering berjerawat sekarang mulai berkurang jerawatnya",Positif
"aku juga pake bagus bngettt dok,sering gonta ganti moist sekarang udah ttep ke glamazing",Positif
dok tolong riviewkan serum nunaca aman tidak ya?,Positif
nuface dok?,Positif
aku pakai ini udah satu botol sih ada di bulan desember sampai sekarang maret. sejauh ini aku rasa memang benar sih mencerahkan juga. tapi aku pakai agak boros sih gara-gara taruh di rambut juga,Positif
begini kan lbh baik dok...support saja ke skincare yg sudah anda uji lab yg ada kebaikan buat konsumen...skincare yg tidak anda sebut katakan saja bkn tanggungjawab anda sehingga konsumen akan ikuti petunjuk anda secara tak lgsg,Positif
aku pakai ini dijadiin sleping mask sbelum tidur karna pakagingnya gede lama habis mana murah paginya cerah kulit plumpy,Positif
ya allah jangan sold outtt dimana dimanaaa,Netral
"sunscreen nya juga best awal2 doang kusem lama2 ciamik, mana segede gentong juga murce",Positif
"aku juga make, dah kalop banget sama nih mois",Netral
udah mw abis 3 tube.. tapi aku beli buat anak² ku.. yg kulit nya belang karna sinar uv.. dan skrg udah merata warna kulit nya.. bikin cerahan jg..,Positif
"akhirnya produk yg ditunggu2 approve juga dok, aku pake ini, makasih",Positif
dok moisturizer retinol g2g dok,Positif
next hb ratu arab dok,Positif
moisturizer ini penantian pencarian ku selama 2 tahun nyari yang cocok dr brand legend sampe kemakan fomo . pasti diakhirnya bikin mukaku ga enak lengaket . pake ini cocok langsung cerahan ngelembabin,Positif
best si ni moisturizer .. bisa dipakai dari ujung rambut sampai ujung kaki,Positif
dok tolong buat juga sunscreen nya,Positif
plis ini bagus banget moist nya kemasan gentong bisa untuk berbulan bulan,Positif
dok coba rivyu moist pipiakuu yang brightening,Positif
gue pakeee emg enak kok,Positif
wow alhamdulillah gak sia²beli berkali² murce cocok buat kyag sya yg tidak berpenghasilan,Positif
kan kan emang sebagus itu dan murah meriah,Positif
"udah repurchase sabun cuci muka yg ijoo, nampol bangett",Positif
"sumpah aku pake dr sblm viral, emg baguss bangett udah tube ke 3",Positif
"aku udah pake satu tube mantep banget buat sikut, sama kaki yg belang trs jadi lembab",Positif
doktif coba spill sunscreen emina sun battle,Positif
"dok aku mau beli tapi lagi nabung + nunggu moist ku yg lama habis dulu, ini nanti abis di review pasti kehabisan sampe po²",Positif
"emng bagus ,aku udah pakai 2 bln bekas jerwat hilang, terus banyak jadi irit banget",Positif
skin1oo4 dok yang serum ampoule putih dan coklat,Positif
makasih doktiiiiif,Positif
mksh dok jdi ngga was was lgi make nya,Positif
"satu bisa dipakai buat setahun, ya dok",Positif
waah untung aja aku pake glamezing banyk bangget isi nya terima kasih glamezing the best,Positif
review careso dok,Positif
aku baru beli dok makasih semoga cocok di aku soalnya pabriknya deket sama rumahku,Positif
"jujur emang bagus banget dikulit acne prone skin,aku pake skin barier jadi bagus",Positif
dok tolong jf sulfur yang orange dok,Positif
cleora jelly booster aman gak??,Positif
"aku pake ini kulit mukaku jadi sehat, biasa juga pake di tangan",Positif
"aku juga baru pake ni moist. serius seenak itu tekstur nya cair dan ngelembabin banget.
 malem nya pake terus pagi nya kulit bagus banget kenyel2 gituu",Positif
"aku pake ini, saking banyaknya aku pake sebadan2",Positif
"jujur, aku sempet ga percaya, ternyata approve",Positif
dok review serum omg,Positif
"makin banyak skincare lokal yg berkualitas , ga overclaim dan ga kaleng kaleng",Positif
doktif tolong review produk dari you,Positif
"aku juga pake ini .. emang ngefek dimuka ku yg kering jadi kenyal ,, sungguh .",Positif
"dok coba review set skincare dari brand white story, dok plsss",Positif
"moist kesayangan mamaku, udah abis 3-4 deh kayanya",Positif
yeyyy... gajian otw cek out. maren maju mundur buat beli,Positif
"tinggal sunscreen sama moist yg ijo dok, aku pake produk ini semua",Positif
bestt muka jadi mulus pke ituu [ btw kau dry skin ya ] no buzzer,Positif
spil sunscreen nya yang brightening booster,Positif
"aku suka pake dimuka banyak banyak pas malem kayak tren pake g2g warna pink, itu hasilnya melembabkan bangettt",Positif
"alhamdulillah, aku juga pakek ini belum habis"" padahal udah lama belinya pdahal sebelumnya gak yakin sih sekarang yakiiinn bangett",Positif
aslii produk yg wajib di beli ini maaah udah cobain semua produknya,Positif
bagusan ini apa glowhopy?,Positif
otw chekout,Netral
coba review ningskin dok,Positif
dengan bangga aku menggunakan mois murah ini,Positif
kojie sun dok,Positif
yeyy bangga banget,Positif
terima kasih sudah memberikan info produk yg benar bukan tipu-tipu.,Positif
waahhh bs msk list skincare gw slnjut nya nih,Positif
aku udah tube ke 2,Positif
"segaban, 3 bulan make ga abis abis",Positif
dokk skincare dermatitis ap ya,Positif
coba produk celo dok,Positif
"dok kalau pakai ini dicampur dengan bahan aktif kek retinol, vit c dan aha bisa???",Positif
coba kalau bpom kaya gini!,Netral
"tapi dok, kenapa aku pakek ini malah dermatitis yaahh",Netral
mk skin dok,Positif
"sy cocok pakai ini dok...ramah juga dikantong,dpt byk jd bisa dipakai bareng"" sm anak"" dirmh",Positif
semangat dok,Positif
dokk body lotion scarlett tolonggg,Positif
moist eiem dok????,Positif
aku dah habis 1 dan beli lagi se gong itu dikulit aku dan irit juga coy biasanya pakai bran o ga ngaruh dan pad ganti ini jadi makin mulus kulitku,Positif
mending ini apa glowsopy ya??,Netral
ini bisa di pakek abis exfo gak sih,Netral
bagus bgd tapi syg d ak ga cocok krna ada licoricenya tapi di pakw ke badan smpe kepala nampol,Positif
aku pake 1 minggu lgsg cerahh alhamdulillah,Positif
review wardah dok,Positif
ith beneran bisa untuk kulit iritasi?,Positif
"aku terlanjur beli carmed dok. anak aku chicken skin, dokter luar saran in pake pelembab mengandung urea",Positif
aaku pake glamazing dok,Netral
kok muka ku ga cocok ya pake ini,Positif
dok di tunggu review pipiakuu,Positif
"aku pake ini cuma buat badan doang, kalo buat muka pake cosrx",Netral
untuk kulit wajah berminyak dan berjerawat boleh gak dok,Positif
dok kalo sunblok nivea bagus gak 33 spf dok,Positif
bioaakuua dok review,Positif
dok tolong dermatitis gmn awalnya krn treatment prp+subsisi trs di ksih racikan pas aku lepas krn gd bpom trs dermatitis+komedoan cape dok smpe skrg blm ilang uda hmpir stu thn dermatitis,Positif
coba yg skin nice mama ku pake tapi murah....,Positif
best glamazing,Positif
dok review alusu skincare dongg,Positif
kalo ss glamazing dok,Positif
aku make itu dgn sunscreen nya cocok banget...love banget sm produk glamazing,Positif
glowingin skincare dokk cobaaa di cek,Positif
donk review skin1004 donk,Positif
"glamazing kulayer pake retinol,boosting noda jd samar..",Positif
dok review alusu skincare,Positif
dok review sari surya dunk,Positif
aku pake buat moist di wajah,Positif
dok ngilangin bekas jrawat bagus nya pake apa dok,Positif
dok uji sunscreen madame gie yang protect,Positif
semangat trs y dok,Positif
g2g donk yg retinol nyaaa,Positif
gue pake facial wash glamazing warna ijo langsung jewatan parah. ga lagi deh gw pake produk ini,Netral
